apps,interface,bytes,time,mbytes-sec
exec_intel,eth,1,6.30,0.16
exec_intel,eth,2,6.29,0.32
exec_intel,eth,4,6.22,0.64
exec_intel,eth,8,6.14,1.30
exec_intel,eth,16,6.09,2.63
exec_intel,eth,32,6.05,5.29
exec_intel,eth,64,6.07,10.54
exec_intel,eth,128,6.05,21.17
exec_intel,eth,256,6.11,41.88
exec_intel,eth,512,6.09,84.06
exec_intel,eth,1024,6.15,166.59
exec_intel,eth,2048,6.71,304.99
exec_intel,eth,4096,8.33,491.46
exec_intel,eth,8192,10.01,818.58
exec_intel,eth,16384,14.24,1150.71
exec_intel,eth,32768,22.08,1483.76
exec_intel,eth,65536,43.80,1496.42
exec_intel,eth,131072,52.58,2492.82
exec_intel,eth,262144,73.76,3554.11
exec_intel,eth,524288,120.99,4333.43
exec_intel,eth,1048576,207.90,5043.69
exec_intel,eth,2097152,420.35,4989.05
exec_intel,eth,4194304,777.20,5396.67
exec_intel,ib,0,0.99,0.00
exec_intel,ib,1,0.94,1.06
exec_intel,ib,2,0.95,2.11
exec_intel,ib,4,0.94,4.27
exec_intel,ib,8,0.99,8.12
exec_intel,ib,16,0.99,16.09
exec_intel,ib,32,1.00,31.97
exec_intel,ib,64,1.03,61.85
exec_intel,ib,128,1.47,87.20
exec_intel,ib,256,1.54,166.16
exec_intel,ib,512,1.70,300.55
exec_intel,ib,1024,1.94,528.25
exec_intel,ib,2048,2.42,844.85
exec_intel,ib,4096,3.60,1137.67
exec_intel,ib,8192,5.12,1599.37
exec_intel,ib,16384,6.12,2677.31
exec_intel,ib,32768,8.11,4038.71
exec_intel,ib,65536,12.03,5445.89
exec_intel,ib,131072,20.30,6456.77
exec_intel,ib,262144,37.06,7073.41
exec_intel,ib,524288,70.27,7460.94
exec_intel,ib,1048576,136.29,7693.43
exec_intel,ib,2097152,268.85,7800.43
exec_intel,ib,4194304,534.11,7852.92
exec_intel,ipoib,0,7.26,0.00
exec_intel,ipoib,1,6.01,0.17
exec_intel,ipoib,2,5.78,0.35
exec_intel,ipoib,4,5.77,0.69
exec_intel,ipoib,8,5.77,1.39
exec_intel,ipoib,16,5.78,2.77
exec_intel,ipoib,32,5.53,5.79
exec_intel,ipoib,64,5.83,10.97
exec_intel,ipoib,128,5.85,21.88
exec_intel,ipoib,256,5.90,43.41
exec_intel,ipoib,512,5.94,86.17
exec_intel,ipoib,1024,6.09,168.05
exec_intel,ipoib,2048,6.42,318.94
exec_intel,ipoib,4096,7.27,563.56
exec_intel,ipoib,8192,8.37,978.27
exec_intel,ipoib,16384,11.15,1469.36
exec_intel,ipoib,32768,18.20,1800.71
exec_intel,ipoib,65536,37.61,1742.29
exec_intel,ipoib,131072,50.65,2588.02
exec_intel,ipoib,262144,73.06,3588.22
exec_intel,ipoib,524288,118.64,4419.24
exec_intel,ipoib,1048576,209.36,5008.40
exec_intel,ipoib,2097152,396.54,5288.67
exec_intel,ipoib,4194304,763.22,5495.55
exec_intel,eth,0,6.74,0.00
exec_intel,eth,1,6.28,0.16
exec_intel,eth,2,6.22,0.32
exec_intel,eth,4,6.14,0.65
exec_intel,eth,8,5.90,1.36
exec_intel,eth,16,5.89,2.72
exec_intel,eth,32,5.89,5.43
exec_intel,eth,64,5.89,10.86
exec_intel,eth,128,5.92,21.63
exec_intel,eth,256,5.93,43.15
exec_intel,eth,512,5.92,86.45
exec_intel,eth,1024,5.95,171.97
exec_intel,eth,2048,6.52,314.34
exec_intel,eth,4096,7.50,545.79
exec_intel,eth,8192,8.33,983.64
exec_intel,eth,16384,11.18,1465.82
exec_intel,eth,32768,18.58,1763.54
exec_intel,eth,65536,38.01,1724.20
exec_intel,eth,131072,50.75,2582.54
exec_intel,eth,262144,74.04,3540.74
exec_intel,eth,524288,118.13,4438.21
exec_intel,eth,1048576,208.88,5020.05
exec_intel,eth,2097152,389.76,5380.63
exec_intel,eth,4194304,770.34,5444.71
exec_intel,ipoib,0,6.94,0.00
exec_intel,ipoib,1,6.91,0.14
exec_intel,ipoib,2,6.47,0.31
exec_intel,ipoib,4,6.28,0.64
exec_intel,ipoib,8,6.19,1.29
exec_intel,ipoib,16,6.10,2.62
exec_intel,ipoib,32,6.01,5.32
exec_intel,ipoib,64,5.96,10.74
exec_intel,ipoib,128,5.93,21.58
exec_intel,ipoib,256,5.98,42.80
exec_intel,ipoib,512,6.05,84.57
exec_intel,ipoib,1024,6.10,168.00
exec_intel,ipoib,2048,6.66,307.30
exec_intel,ipoib,4096,7.74,528.97
exec_intel,ipoib,8192,8.11,1010.57
exec_intel,ipoib,16384,10.89,1504.80
exec_intel,ipoib,32768,17.97,1823.07
exec_intel,ipoib,65536,36.62,1789.46
exec_intel,ipoib,131072,50.46,2597.68
exec_intel,ipoib,262144,71.14,3685.14
exec_intel,ipoib,524288,115.81,4526.98
exec_intel,ipoib,1048576,203.59,5150.41
exec_intel,ipoib,2097152,379.17,5530.83
exec_intel,ipoib,4194304,751.26,5583.00
exec_intel,ib,0,0.95,0.00
exec_intel,ib,1,1.00,1.00
exec_intel,ib,2,1.03,1.94
exec_intel,ib,4,1.05,3.81
exec_intel,ib,8,1.10,7.29
exec_intel,ib,16,1.09,14.71
exec_intel,ib,32,1.27,25.24
exec_intel,ib,64,1.15,55.50
exec_intel,ib,128,1.61,79.63
exec_intel,ib,256,1.71,149.52
exec_intel,ib,512,1.80,283.67
exec_intel,ib,1024,2.03,503.98
exec_intel,ib,2048,2.52,811.24
exec_intel,ib,4096,3.49,1172.29
exec_intel,ib,8192,5.03,1628.94
exec_intel,ib,16384,5.83,2812.08
exec_intel,ib,32768,7.81,4193.82
exec_intel,ib,65536,11.95,5482.14
exec_intel,ib,131072,20.24,6475.33
exec_intel,ib,262144,37.04,7077.37
exec_intel,ib,524288,70.64,7422.46
exec_intel,ib,1048576,136.65,7673.36
exec_intel,ib,2097152,268.56,7808.75
exec_intel,ib,4194304,535.19,7836.98
